CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;PONTUAÇÃO
3004988;UNIDADE DE SAUDE DA FAMILIA MARIA LUCIA PACIFICO DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;110663;USF NOVO HORIZONTE;eSF;JUCURUTU;4ª RS;Maio;Hipertensão;345;297;409;292;33575;424;79,2
2475871;UNIDADE BASICA DE SAUDE DA FAMILIA NOSSA SENHORA DA GUIA;CENTRO DE SAUDE/UNIDADE BASICA;110639;USF BOI SELADO;eSF;JUCURUTU;4ª RS;Maio;Hipertensão;218;208;250;84;19000;263;72,2
7553315;UNIDADE BASICA DE SAUDE DA FAMILIA CICERA ALVES DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;1543830;USF NOVO RUMO;eSF;JUCURUTU;4ª RS;Maio;Hipertensão;232;189;207;218;21150;263;80,4
2475928;UNIDADE SAUDE DA FAMILIA FRANCISCO PETRONILO DE ARAUJO;CENTRO DE SAUDE/UNIDADE BASICA;110647;USF FREITAS;eSF;JUCURUTU;4ª RS;Maio;Hipertensão;375;327;462;46;30250;468;64,6
2475855;UNIDADE DE SAUDE DA FAMILIA LINDALVA SUTERIO SILVA BATISTA;CENTRO DE SAUDE/UNIDADE BASICA;110604;USF BARRA DE SANTANA;eSF;JUCURUTU;4ª RS;Maio;Hipertensão;221;178;221;148;19200;271;70,8
3694429;UNIDADE SAUDE DA FAMILIA MARIA DAS GRACAS DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;110698;USF SANTA IZABEL;eSF;JUCURUTU;4ª RS;Junho;Hipertensão;324;270;367;280;31025;391;79,3
2475960;UNIDADE DE SAUDE DA FAMILIA MARIA DA GLORIA DE ARAUJO;CENTRO DE SAUDE/UNIDADE BASICA;110655;USF ESPINHEIRO;eSF;JUCURUTU;4ª RS;Junho;Hipertensão;180;179;163;135;16425;209;78,6
2475863;UNIDADE BASICA DE SAUDE ENFERMEIRA LUCIA MAGNA LOPES;CENTRO DE SAUDE/UNIDADE BASICA;110612;UFS JANUNCIO AFONSO;eSF;JUCURUTU;4ª RS;Junho;Hipertensão;279;159;338;83;21475;350;61,4
3536254;UNIDADE BASICA DE SAUDE VEREADOR ABRAAO LOPES DE SA;CENTRO DE SAUDE/UNIDADE BASICA;110671;USF RIACHAO;eSF;JUCURUTU;4ª RS;Junho;Hipertensão;197;164;242;22;15625;248;63
3004988;UNIDADE DE SAUDE DA FAMILIA MARIA LUCIA PACIFICO DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;110663;USF NOVO HORIZONTE;eSF;JUCURUTU;4ª RS;Junho;Hipertensão;349;311;415;301;34400;428;80,4
2475871;UNIDADE BASICA DE SAUDE DA FAMILIA NOSSA SENHORA DA GUIA;CENTRO DE SAUDE/UNIDADE BASICA;110639;USF BOI SELADO;eSF;JUCURUTU;4ª RS;Junho;Hipertensão;217;203;251;85;18900;265;71,3
7553315;UNIDADE BASICA DE SAUDE DA FAMILIA CICERA ALVES DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;1543830;USF NOVO RUMO;eSF;JUCURUTU;4ª RS;Junho;Hipertensão;230;185;193;218;20650;266;77,6
2475928;UNIDADE SAUDE DA FAMILIA FRANCISCO PETRONILO DE ARAUJO;CENTRO DE SAUDE/UNIDADE BASICA;110647;USF FREITAS;eSF;JUCURUTU;4ª RS;Junho;Hipertensão;386;331;466;52;30875;471;65,6
2475855;UNIDADE DE SAUDE DA FAMILIA LINDALVA SUTERIO SILVA BATISTA;CENTRO DE SAUDE/UNIDADE BASICA;110604;USF BARRA DE SANTANA;eSF;JUCURUTU;4ª RS;Junho;Hipertensão;239;185;205;164;19825;289;68,6
3694429;UNIDADE SAUDE DA FAMILIA MARIA DAS GRACAS DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;110698;USF SANTA IZABEL;eSF;JUCURUTU;4ª RS;Julho;Hipertensão;325;290;360;300;31875;393;81,1
2475960;UNIDADE DE SAUDE DA FAMILIA MARIA DA GLORIA DE ARAUJO;CENTRO DE SAUDE/UNIDADE BASICA;110655;USF ESPINHEIRO;eSF;JUCURUTU;4ª RS;Julho;Hipertensão;189;181;161;146;16925;210;80,6
2475863;UNIDADE BASICA DE SAUDE ENFERMEIRA LUCIA MAGNA LOPES;CENTRO DE SAUDE/UNIDADE BASICA;110612;UFS JANUNCIO AFONSO;eSF;JUCURUTU;4ª RS;Julho;Hipertensão;300;178;345;135;23950;373;64,2
3536254;UNIDADE BASICA DE SAUDE VEREADOR ABRAAO LOPES DE SA;CENTRO DE SAUDE/UNIDADE BASICA;110671;USF RIACHAO;eSF;JUCURUTU;4ª RS;Julho;Hipertensão;208;185;256;50;17475;261;67
3004988;UNIDADE DE SAUDE DA FAMILIA MARIA LUCIA PACIFICO DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;110663;USF NOVO HORIZONTE;eSF;JUCURUTU;4ª RS;Julho;Hipertensão;348;327;421;318;35350;433;81,6
2475871;UNIDADE BASICA DE SAUDE DA FAMILIA NOSSA SENHORA DA GUIA;CENTRO DE SAUDE/UNIDADE BASICA;110639;USF BOI SELADO;eSF;JUCURUTU;4ª RS;Julho;Hipertensão;222;191;256;93;19050;268;71,1
7553315;UNIDADE BASICA DE SAUDE DA FAMILIA CICERA ALVES DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;1543830;USF NOVO RUMO;eSF;JUCURUTU;4ª RS;Julho;Hipertensão;234;182;194;218;20700;271;76,4
2475928;UNIDADE SAUDE DA FAMILIA FRANCISCO PETRONILO DE ARAUJO;CENTRO DE SAUDE/UNIDADE BASICA;110647;USF FREITAS;eSF;JUCURUTU;4ª RS;Julho;Hipertensão;395;335;464;65;31475;473;66,5
2475855;UNIDADE DE SAUDE DA FAMILIA LINDALVA SUTERIO SILVA BATISTA;CENTRO DE SAUDE/UNIDADE BASICA;110604;USF BARRA DE SANTANA;eSF;JUCURUTU;4ª RS;Julho;Hipertensão;237;179;203;172;19775;293;67,5
3694429;UNIDADE SAUDE DA FAMILIA MARIA DAS GRACAS DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;110698;USF SANTA IZABEL;eSF;JUCURUTU;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2475960;UNIDADE DE SAUDE DA FAMILIA MARIA DA GLORIA DE ARAUJO;CENTRO DE SAUDE/UNIDADE BASICA;110655;USF ESPINHEIRO;eSF;JUCURUTU;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2475863;UNIDADE BASICA DE SAUDE ENFERMEIRA LUCIA MAGNA LOPES;CENTRO DE SAUDE/UNIDADE BASICA;110612;UFS JANUNCIO AFONSO;eSF;JUCURUTU;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
3536254;UNIDADE BASICA DE SAUDE VEREADOR ABRAAO LOPES DE SA;CENTRO DE SAUDE/UNIDADE BASICA;110671;USF RIACHAO;eSF;JUCURUTU;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
3004988;UNIDADE DE SAUDE DA FAMILIA MARIA LUCIA PACIFICO DE MEDEIROS;CENTRO DE SAUDE/UNIDADE BASICA;110663;USF NOVO HORIZONTE;eSF;JUCURUTU;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2475871;UNIDADE BASICA DE SAUDE DA FAMILIA NOSSA SENHORA DA GUIA;CENTRO DE SAUDE/UNIDADE BASICA;110639;USF BOI SELADO;eSF;JUCURUTU;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
7553315;UNIDADE BASICA DE SAUDE DA FAMILIA CICERA ALVES DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;1543830;USF NOVO RUMO;eSF;JUCURUTU;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2475928;UNIDADE SAUDE DA FAMILIA FRANCISCO PETRONILO DE ARAUJO;CENTRO DE SAUDE/UNIDADE BASICA;110647;USF FREITAS;eSF;JUCURUTU;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2475855;UNIDADE DE SAUDE DA FAMILIA LINDALVA SUTERIO SILVA BATISTA;CENTRO DE SAUDE/UNIDADE BASICA;110604;USF BARRA DE SANTANA;eSF;JUCURUTU;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2476223;USF CURRAIS NOVOS;CENTRO DE SAUDE/UNIDADE BASICA;110345;USF CURRAIS NOVOS;eSF;JARDIM DO SERIDÓ;4ª RS;Janeiro;Hipertensão;184;126;337;25;16800;343;49
3749665;USF BANDEIRA BRANCA IV;CENTRO DE SAUDE/UNIDADE BASICA;110353;USF BANDEIRA BRANCA IV;eSF;JARDIM DO SERIDÓ;4ª RS;Janeiro;Hipertensão;428;327;580;111;36150;598;60,5
3906817;USF JARDIM DE INFANCIA II;CENTRO DE SAUDE/UNIDADE BASICA;110388;USF JARDIM DE INFANCIA II;eSF;JARDIM DO SERIDÓ;4ª RS;Janeiro;Hipertensão;224;148;366;28;19150;387;49,5
3758699;USF BAIXA DA BELEZA I;CENTRO DE SAUDE/UNIDADE BASICA;110361;USF BAIXA DA BELEZA I;eSF;JARDIM DO SERIDÓ;4ª RS;Janeiro;Hipertensão;189;187;422;112;22750;445;51,1
7376588;USF ALTO BELA VISTA V;CENTRO DE SAUDE/UNIDADE BASICA;1497235;USF ALTO BELA VISTA V;eSF;JARDIM DO SERIDÓ;4ª RS;Janeiro;Hipertensão;215;236;490;177;27950;496;56,4
2476223;USF CURRAIS NOVOS;CENTRO DE SAUDE/UNIDADE BASICA;110345;USF CURRAIS NOVOS;eSF;JARDIM DO SERIDÓ;4ª RS;Fevereiro;Hipertensão;201;148;373;30;18800;377;49,9
3749665;USF BANDEIRA BRANCA IV;CENTRO DE SAUDE/UNIDADE BASICA;110353;USF BANDEIRA BRANCA IV;eSF;JARDIM DO SERIDÓ;4ª RS;Fevereiro;Hipertensão;434;338;606;110;37200;625;59,5
3906817;USF JARDIM DE INFANCIA II;CENTRO DE SAUDE/UNIDADE BASICA;110388;USF JARDIM DE INFANCIA II;eSF;JARDIM DO SERIDÓ;4ª RS;Fevereiro;Hipertensão;245;158;373;29;20125;397;50,7
3758699;USF BAIXA DA BELEZA I;CENTRO DE SAUDE/UNIDADE BASICA;110361;USF BAIXA DA BELEZA I;eSF;JARDIM DO SERIDÓ;4ª RS;Fevereiro;Hipertensão;207;207;435;120;24225;461;52,5
7376588;USF ALTO BELA VISTA V;CENTRO DE SAUDE/UNIDADE BASICA;1497235;USF ALTO BELA VISTA V;eSF;JARDIM DO SERIDÓ;4ª RS;Fevereiro;Hipertensão;263;285;507;213;31700;511;62
2476223;USF CURRAIS NOVOS;CENTRO DE SAUDE/UNIDADE BASICA;110345;USF CURRAIS NOVOS;eSF;JARDIM DO SERIDÓ;4ª RS;Março;Hipertensão;231;169;402;30;20800;406;51,2
3749665;USF BANDEIRA BRANCA IV;CENTRO DE SAUDE/UNIDADE BASICA;110353;USF BANDEIRA BRANCA IV;eSF;JARDIM DO SERIDÓ;4ª RS;Março;Hipertensão;448;357;624;118;38675;645;60
3906817;USF JARDIM DE INFANCIA II;CENTRO DE SAUDE/UNIDADE BASICA;110388;USF JARDIM DE INFANCIA II;eSF;JARDIM DO SERIDÓ;4ª RS;Março;Hipertensão;252;156;386;30;20600;409;50,4
3758699;USF BAIXA DA BELEZA I;CENTRO DE SAUDE/UNIDADE BASICA;110361;USF BAIXA DA BELEZA I;eSF;JARDIM DO SERIDÓ;4ª RS;Março;Hipertensão;246;240;490;134;27750;513;54,1
7376588;USF ALTO BELA VISTA V;CENTRO DE SAUDE/UNIDADE BASICA;1497235;USF ALTO BELA VISTA V;eSF;JARDIM DO SERIDÓ;4ª RS;Março;Hipertensão;303;330;524;247;35100;529;66,4
2476223;USF CURRAIS NOVOS;CENTRO DE SAUDE/UNIDADE BASICA;110345;USF CURRAIS NOVOS;eSF;JARDIM DO SERIDÓ;4ª RS;Abril;Hipertensão;229;184;348;26;19675;354;55,6
3749665;USF BANDEIRA BRANCA IV;CENTRO DE SAUDE/UNIDADE BASICA;110353;USF BANDEIRA BRANCA IV;eSF;JARDIM DO SERIDÓ;4ª RS;Abril;Hipertensão;383;342;545;118;34700;557;62,3
3906817;USF JARDIM DE INFANCIA II;CENTRO DE SAUDE/UNIDADE BASICA;110388;USF JARDIM DE INFANCIA II;eSF;JARDIM DO SERIDÓ;4ª RS;Abril;Hipertensão;231;137;355;30;18825;380;49,5
3758699;USF BAIXA DA BELEZA I;CENTRO DE SAUDE/UNIDADE BASICA;110361;USF BAIXA DA BELEZA I;eSF;JARDIM DO SERIDÓ;4ª RS;Abril;Hipertensão;313;287;477;159;30900;501;61,7
7376588;USF ALTO BELA VISTA V;CENTRO DE SAUDE/UNIDADE BASICA;1497235;USF ALTO BELA VISTA V;eSF;JARDIM DO SERIDÓ;4ª RS;Abril;Hipertensão;338;365;512;276;37275;517;72,1
2476223;USF CURRAIS NOVOS;CENTRO DE SAUDE/UNIDADE BASICA;110345;USF CURRAIS NOVOS;eSF;JARDIM DO SERIDÓ;4ª RS;Maio;Hipertensão;316;261;433;38;26200;439;59,7
3749665;USF BANDEIRA BRANCA IV;CENTRO DE SAUDE/UNIDADE BASICA;110353;USF BANDEIRA BRANCA IV;eSF;JARDIM DO SERIDÓ;4ª RS;Maio;Hipertensão;491;452;678;180;45025;691;65,2
3906817;USF JARDIM DE INFANCIA II;CENTRO DE SAUDE/UNIDADE BASICA;110388;USF JARDIM DE INFANCIA II;eSF;JARDIM DO SERIDÓ;4ª RS;Maio;Hipertensão;283;168;404;40;22375;431;51,9
3758699;USF BAIXA DA BELEZA I;CENTRO DE SAUDE/UNIDADE BASICA;110361;USF BAIXA DA BELEZA I;eSF;JARDIM DO SERIDÓ;4ª RS;Maio;Hipertensão;383;326;507;201;35425;530;66,8
7376588;USF ALTO BELA VISTA V;CENTRO DE SAUDE/UNIDADE BASICA;1497235;USF ALTO BELA VISTA V;eSF;JARDIM DO SERIDÓ;4ª RS;Maio;Hipertensão;347;364;529;289;38225;533;71,7
2476223;USF CURRAIS NOVOS;CENTRO DE SAUDE/UNIDADE BASICA;110345;USF CURRAIS NOVOS;eSF;JARDIM DO SERIDÓ;4ª RS;Junho;Hipertensão;322;267;439;42;26750;441;60,7
3749665;USF BANDEIRA BRANCA IV;CENTRO DE SAUDE/UNIDADE BASICA;110353;USF BANDEIRA BRANCA IV;eSF;JARDIM DO SERIDÓ;4ª RS;Junho;Hipertensão;521;476;683;303;49575;695;71,3
3906817;USF JARDIM DE INFANCIA II;CENTRO DE SAUDE/UNIDADE BASICA;110388;USF JARDIM DE INFANCIA II;eSF;JARDIM DO SERIDÓ;4ª RS;Junho;Hipertensão;304;182;421;46;23825;449;53,1
3758699;USF BAIXA DA BELEZA I;CENTRO DE SAUDE/UNIDADE BASICA;110361;USF BAIXA DA BELEZA I;eSF;JARDIM DO SERIDÓ;4ª RS;Junho;Hipertensão;407;341;515;235;37450;535;70
7376588;USF ALTO BELA VISTA V;CENTRO DE SAUDE/UNIDADE BASICA;1497235;USF ALTO BELA VISTA V;eSF;JARDIM DO SERIDÓ;4ª RS;Junho;Hipertensão;374;378;535;305;39800;540;73,7
2476223;USF CURRAIS NOVOS;CENTRO DE SAUDE/UNIDADE BASICA;110345;USF CURRAIS NOVOS;eSF;JARDIM DO SERIDÓ;4ª RS;Julho;Hipertensão;333;277;446;98;28850;449;64,3
3749665;USF BANDEIRA BRANCA IV;CENTRO DE SAUDE/UNIDADE BASICA;110353;USF BANDEIRA BRANCA IV;eSF;JARDIM DO SERIDÓ;4ª RS;Julho;Hipertensão;532;499;714;342;52175;727;71,8
3906817;USF JARDIM DE INFANCIA II;CENTRO DE SAUDE/UNIDADE BASICA;110388;USF JARDIM DE INFANCIA II;eSF;JARDIM DO SERIDÓ;4ª RS;Julho;Hipertensão;306;184;420;52;24050;452;53,2
3758699;USF BAIXA DA BELEZA I;CENTRO DE SAUDE/UNIDADE BASICA;110361;USF BAIXA DA BELEZA I;eSF;JARDIM DO SERIDÓ;4ª RS;Julho;Hipertensão;428;361;523;257;39225;542;72,4
7376588;USF ALTO BELA VISTA V;CENTRO DE SAUDE/UNIDADE BASICA;1497235;USF ALTO BELA VISTA V;eSF;JARDIM DO SERIDÓ;4ª RS;Julho;Hipertensão;388;394;542;339;41575;545;76,3
2476223;USF CURRAIS NOVOS;CENTRO DE SAUDE/UNIDADE BASICA;110345;USF CURRAIS NOVOS;eSF;JARDIM DO SERIDÓ;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
3749665;USF BANDEIRA BRANCA IV;CENTRO DE SAUDE/UNIDADE BASICA;110353;USF BANDEIRA BRANCA IV;eSF;JARDIM DO SERIDÓ;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
3906817;USF JARDIM DE INFANCIA II;CENTRO DE SAUDE/UNIDADE BASICA;110388;USF JARDIM DE INFANCIA II;eSF;JARDIM DO SERIDÓ;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
3758699;USF BAIXA DA BELEZA I;CENTRO DE SAUDE/UNIDADE BASICA;110361;USF BAIXA DA BELEZA I;eSF;JARDIM DO SERIDÓ;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
7376588;USF ALTO BELA VISTA V;CENTRO DE SAUDE/UNIDADE BASICA;1497235;USF ALTO BELA VISTA V;eSF;JARDIM DO SERIDÓ;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
5345472;UNIDADE SAUDE DA FAMILIA SANTO AMARO PSF IV;CENTRO DE SAUDE/UNIDADE BASICA;110329;ESF IV;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Agosto;Hipertensão;0;0;0;0;0;0;0
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Hipertensão;336;325;348;203;30300;354;85,6
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Hipertensão;277;309;442;193;30525;463;65,9
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Hipertensão;289;260;437;166;28800;440;65,5
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Hipertensão;319;315;390;314;33450;392;85,3
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Hipertensão;178;163;230;103;16850;232;72,6
5345472;UNIDADE SAUDE DA FAMILIA SANTO AMARO PSF IV;CENTRO DE SAUDE/UNIDADE BASICA;110329;ESF IV;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Hipertensão;375;339;477;352;38575;483;79,9
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Julho;Hipertensão;349;332;391;241;32825;421;78
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Hipertensão;340;333;344;203;30500;350;87,1
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Hipertensão;259;301;437;158;28875;458;63
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Hipertensão;290;274;435;156;28875;439;65,8
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Hipertensão;328;319;391;310;33700;393;85,8
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Hipertensão;181;171;229;95;16900;230;73,5
5345472;UNIDADE SAUDE DA FAMILIA SANTO AMARO PSF IV;CENTRO DE SAUDE/UNIDADE BASICA;110329;ESF IV;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Hipertensão;355;319;473;335;37050;479;77,3
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Junho;Hipertensão;350;328;404;207;32225;416;77,5
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Hipertensão;343;338;344;215;31000;348;89,1
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Hipertensão;259;295;432;141;28175;446;63,2
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Hipertensão;294;285;439;162;29500;442;66,7
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Hipertensão;320;305;390;312;33175;391;84,8
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Hipertensão;179;166;226;88;16475;226;72,9
5345472;UNIDADE SAUDE DA FAMILIA SANTO AMARO PSF IV;CENTRO DE SAUDE/UNIDADE BASICA;110329;ESF IV;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Hipertensão;368;336;473;326;37575;480;78,3
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Maio;Hipertensão;320;307;402;151;29500;412;71,6
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Hipertensão;286;274;294;188;26050;298;87,4
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Hipertensão;205;238;349;121;22825;363;62,9
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Hipertensão;232;221;354;133;23500;356;66
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Hipertensão;286;269;352;281;29700;354;83,9
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Hipertensão;82;76;101;43;7550;102;74
5345472;UNIDADE SAUDE DA FAMILIA SANTO AMARO PSF IV;CENTRO DE SAUDE/UNIDADE BASICA;110329;ESF IV;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Hipertensão;342;311;436;331;35500;451;78,7
7428286;ESF PARQUE DAS LUZES;CENTRO DE SAUDE/UNIDADE BASICA;1509845;ESF-VI;eSF;JARDIM DE PIRANHAS;4ª RS;Abril;Hipertensão;245;237;337;116;23375;349;67
3694690;UNIDADE SAUDE DA FAMILIA SANTA CECILIA;CENTRO DE SAUDE/UNIDADE BASICA;110302;ESF II;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Hipertensão;299;287;309;211;27650;312;88,6
2409933;UNIDADE DA FAMILIA DO CAMPO DA PAZ;CENTRO DE SAUDE/UNIDADE BASICA;110337;ESF V;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Hipertensão;230;273;414;132;26225;427;61,4
3694712;ESF III ADILIA AUREA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;110310;ESF III;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Hipertensão;245;235;378;138;24900;380;65,5
2409909;CENTRO DE SAUDE DE JARDIM DE PIRANHAS;CENTRO DE SAUDE/UNIDADE BASICA;110299;ESF I;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Hipertensão;307;284;373;296;31500;377;83,6
2409917;UNIDADE SAUDE DA FAMILIA NOVO JARDIM;CENTRO DE SAUDE/UNIDADE BASICA;2340801;ESF VII;eSF;JARDIM DE PIRANHAS;4ª RS;Março;Hipertensão;176;165;223;93;16425;223;73,7
