CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM HIPERTENSÃO VINCULADAS À EQUIPE;PONTUAÇÃO
2000954;UNIDADE DE SAUDE INACIO RIBEIRO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005282;ESF I;eSF;Manoel Urbano;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;249;234;317;183;24.575;321;76,60
9846433;UNIDADE BASICA DE SAUDE MILTON AUGUSTO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005290;ESF III;eSF;Manoel Urbano;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;115;96;112;106;10.725;157;68,30
2000962;UNIDADE DE SAUDE JOSEFA NUNES;CENTRO DE SAUDE/UNIDADE BASICA;0000005304;ESF II;eSF;Manoel Urbano;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;204;179;241;194;20.450;255;80,20
2000954;UNIDADE DE SAUDE INACIO RIBEIRO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005282;ESF I;eSF;Manoel Urbano;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;320;287;392;250;31.225;400;78,10
9846433;UNIDADE BASICA DE SAUDE MILTON AUGUSTO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005290;ESF III;eSF;Manoel Urbano;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;123;113;110;119;11.625;168;69,20
3591018;ESF RIBEIRINHA ROSENDO RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002465566;ESFRB ROSENO RODRIGUES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Hipertensão;20;27;60;59;4.150;60;69,20
9014896;USF RAIMUNDO GOMES DE AZEVEDO;CENTRO DE SAUDE/UNIDADE BASICA;0001615491;ESF RAIMUNDO GOMES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Hipertensão;265;236;320;258;26.975;335;80,50
3591018;ESF RIBEIRINHA ROSENDO RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002465566;ESFRB ROSENO RODRIGUES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Hipertensão;20;29;63;61;4.325;63;68,70
9014896;USF RAIMUNDO GOMES DE AZEVEDO;CENTRO DE SAUDE/UNIDADE BASICA;0001615491;ESF RAIMUNDO GOMES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Hipertensão;254;241;323;253;26.775;340;78,80
3591018;ESF RIBEIRINHA ROSENDO RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002465566;ESFRB ROSENO RODRIGUES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Hipertensão;19;33;62;60;4.350;62;70,20
9014896;USF RAIMUNDO GOMES DE AZEVEDO;CENTRO DE SAUDE/UNIDADE BASICA;0001615491;ESF RAIMUNDO GOMES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Hipertensão;261;240;322;253;26.900;340;79,10
3591018;ESF RIBEIRINHA ROSENDO RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002465566;ESFRB ROSENO RODRIGUES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Hipertensão;14;24;49;49;3.400;50;68,00
9014896;USF RAIMUNDO GOMES DE AZEVEDO;CENTRO DE SAUDE/UNIDADE BASICA;0001615491;ESF RAIMUNDO GOMES;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Hipertensão;232;204;292;242;24.250;312;77,70
2002132;ESF RIBEIRINHA DR NALDIR MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0002465582;ESF NALDIR MARIANO II;eSF;Marechal Thaumaturgo;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Hipertensão;115;114;141;137;12.675;142;89,30
5360080;U S F CECILIA SANTANA DE MENEZES SEVERINO;CENTRO DE SAUDE/UNIDADE BASICA;0001579150;U.S.F VIII - CECILIA SANTANA;eSF;Plácido de Castro;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;116;111;168;122;12.925;176;73,40
5493455;U S F MARIO GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005436;E.S.F VI - MARIO G. DA SILVA;eSF;Plácido de Castro;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;173;172;190;120;16.375;194;84,40
3595943;U S F FRANCISCO DE CASTRO;CENTRO DE SAUDE/UNIDADE BASICA;0000005401;E.S.F IV - FRANCISCO DE CASTRO;eSF;Plácido de Castro;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;160;160;227;182;18.225;251;72,60
5360064;U S F RAIMUNDO NONATO DE SOUZA MARQUES;CENTRO DE SAUDE/UNIDADE BASICA;0000005428;E.S.F VII - R. N.S. MARQUES;eSF;Plácido de Castro;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;66;70;101;87;8.100;108;75,00
2002922;U S F JOAO DE DEUS;CENTRO DE SAUDE/UNIDADE BASICA;0000005371;E.S.F V - JOAO DE DEUS;eSF;Plácido de Castro;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;90;74;131;108;10.075;135;74,60
6411312;U S F LUCIO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005444;E.S.F III - LUCIO ALVES DA SIL;eSF;Plácido de Castro;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;158;162;161;189;16.750;214;78,30
2000989;U S F DOLORES SILVA VALENTIN;CENTRO DE SAUDE/UNIDADE BASICA;0000005355;E.S.F II - DOLORES DA SILVA VA;eSF;Plácido de Castro;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;205;209;216;205;20.875;235;88,80
2002930;U S F MARIA DE FATIMA FERREIRA DE PAULA;CENTRO DE SAUDE/UNIDADE BASICA;0000005398;E.S.F I - Mª DE F.F. DE PAULA;eSF;Plácido de Castro;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;143;130;184;151;15.200;197;77,20
5360080;U S F CECILIA SANTANA DE MENEZES SEVERINO;CENTRO DE SAUDE/UNIDADE BASICA;0001579150;U.S.F VIII - CECILIA SANTANA;eSF;Plácido de Castro;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;116;105;170;125;12.900;177;72,90
5493455;U S F MARIO GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005436;E.S.F VI - MARIO G. DA SILVA;eSF;Plácido de Castro;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;105;98;190;117;12.750;194;65,70
3595943;U S F FRANCISCO DE CASTRO;CENTRO DE SAUDE/UNIDADE BASICA;0000005401;E.S.F IV - FRANCISCO DE CASTRO;eSF;Plácido de Castro;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;172;177;247;204;20.000;289;69,20
5360064;U S F RAIMUNDO NONATO DE SOUZA MARQUES;CENTRO DE SAUDE/UNIDADE BASICA;0000005428;E.S.F VII - R. N.S. MARQUES;eSF;Plácido de Castro;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;62;61;98;83;7.600;105;72,40
2002922;U S F JOAO DE DEUS;CENTRO DE SAUDE/UNIDADE BASICA;0000005371;E.S.F V - JOAO DE DEUS;eSF;Plácido de Castro;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;97;82;133;106;10.450;136;76,80
6411312;U S F LUCIO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005444;E.S.F III - LUCIO ALVES DA SIL;eSF;Plácido de Castro;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;142;145;157;184;15.700;211;74,40
2000989;U S F DOLORES SILVA VALENTIN;CENTRO DE SAUDE/UNIDADE BASICA;0000005355;E.S.F II - DOLORES DA SILVA VA;eSF;Plácido de Castro;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;165;161;221;210;18.925;240;78,90
2002930;U S F MARIA DE FATIMA FERREIRA DE PAULA;CENTRO DE SAUDE/UNIDADE BASICA;0000005398;E.S.F I - Mª DE F.F. DE PAULA;eSF;Plácido de Castro;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;149;135;188;155;15.675;202;77,60
5360080;U S F CECILIA SANTANA DE MENEZES SEVERINO;CENTRO DE SAUDE/UNIDADE BASICA;0001579150;U.S.F VIII - CECILIA SANTANA;eSF;Plácido de Castro;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;109;99;170;120;12.450;176;70,70
5493455;U S F MARIO GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005436;E.S.F VI - MARIO G. DA SILVA;eSF;Plácido de Castro;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;106;92;187;115;12.500;193;64,80
3595943;U S F FRANCISCO DE CASTRO;CENTRO DE SAUDE/UNIDADE BASICA;0000005401;E.S.F IV - FRANCISCO DE CASTRO;eSF;Plácido de Castro;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;172;178;266;209;20.625;294;70,20
5360064;U S F RAIMUNDO NONAlto DE SOUZA MARQUES;CENTRO DE SAUDE/UNIDADE BASICA;0000005428;E.S.F VII - R. N.S. MARQUES;eSF;Plácido de Castro;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;62;61;99;82;7.600;104;73,10
2002922;U S F JOAO DE DEUS;CENTRO DE SAUDE/UNIDADE BASICA;0000005371;E.S.F V - JOAO DE DEUS;eSF;Plácido de Castro;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;100;88;140;113;11.025;145;76,00
6411312;U S F LUCIO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005444;E.S.F III - LUCIO ALVES DA SIL;eSF;Plácido de Castro;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;140;141;158;187;15.650;216;72,50
2000989;U S F DOLORES SILVA VALENTIN;CENTRO DE SAUDE/UNIDADE BASICA;0000005355;E.S.F II - DOLORES DA SILVA VA;eSF;Plácido de Castro;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;161;161;222;213;18.925;244;77,60
2002930;U S F MARIA DE FATIMA FERREIRA DE PAULA;CENTRO DE SAUDE/UNIDADE BASICA;0000005398;E.S.F I - Mª DE F.F. DE PAULA;eSF;Plácido de Castro;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;155;131;189;152;15.675;204;76,80
5360080;U S F CECILIA SANTANA DE MENEZES SEVERINO;CENTRO DE SAUDE/UNIDADE BASICA;0001579150;U.S.F VIII - CECILIA SANTANA;eSF;Plácido de Castro;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;17;14;25;19;1.875;27;69,40
5493455;U S F MARIO GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005436;E.S.F VI - MARIO G. DA SILVA;eSF;Plácido de Castro;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;105;92;183;111;12.275;190;64,60
3595943;U S F FRANCISCO DE CASTRO;CENTRO DE SAUDE/UNIDADE BASICA;0000005401;E.S.F IV - FRANCISCO DE CASTRO;eSF;Plácido de Castro;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;100;121;155;140;12.900;202;63,90
5360064;U S F RAIMUNDO NONATO DE SOUZA MARQUES;CENTRO DE SAUDE/UNIDADE BASICA;0000005428;E.S.F VII - R. N.S. MARQUES;eSF;Plácido de Castro;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;50;46;89;73;6.450;94;68,60
2002922;U S F JOAO DE DEUS;CENTRO DE SAUDE/UNIDADE BASICA;0000005371;E.S.F V - JOAO DE DEUS;eSF;Plácido de Castro;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;47;41;67;52;5.175;72;71,90
6411312;U S F LUCIO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005444;E.S.F III - LUCIO ALVES DA SIL;eSF;Plácido de Castro;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;132;133;148;181;14.850;208;71,40
2000989;U S F DOLORES SILVA VALENTIN;CENTRO DE SAUDE/UNIDADE BASICA;0000005355;E.S.F II - DOLORES DA SILVA VA;eSF;Plácido de Castro;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;113;114;151;154;13.300;175;76,00
2002930;U S F MARIA DE FATIMA FERREIRA DE PAULA;CENTRO DE SAUDE/UNIDADE BASICA;0000005398;E.S.F I - Mª DE F.F. DE PAULA;eSF;Plácido de Castro;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;113;99;141;118;11.775;158;74,50
3323307;UNIDADE DE SAUDE DA FAMILIA ALVARO ARAUJO NOBRE;CENTRO DE SAUDE/UNIDADE BASICA;0000006823;EQUIPE IV;eSF;Porto Acre;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;88;77;109;21;7.375;122;60,50
2000504;UNIDADE DE SAUDE DA FAMILIA ILDA BARBOSA DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000006777;EQUIPE III;eSF;Porto Acre;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;204;172;280;27;17.075;310;55,10
3323293;UNIDADE DE SAUDE DA FAMILIA DANIEL GLENDSON DE LUCENA;CENTRO DE SAUDE/UNIDADE BASICA;0000006815;EQUIPE V;eSF;Porto Acre;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;91;74;152;81;9.950;167;59,60
2001128;UNIDADE DE SAUDE DA FAMILIA MARIA SOLEDADE SOARES GADELHA;CENTRO DE SAUDE/UNIDADE BASICA;0000006807;EQUIPE I;eSF;Porto Acre;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;166;162;228;95;16.275;259;62,80
2001101;UNIDADE DE SAUDE DA FAMILIA RAIMUNDA BITENCOURT DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000006785;EQUIPE II;eSF;Porto Acre;Baixo Acre;Janeiro;Cuidado da pessoa com Hipertensão;334;305;449;53;28.525;552;51,70
3323307;UNIDADE DE SAUDE DA FAMILIA ALVARO ARAUJO NOBRE;CENTRO DE SAUDE/UNIDADE BASICA;0000006823;EQUIPE IV;eSF;Porto Acre;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;81;72;104;21;6.950;121;57,40
2000504;UNIDADE DE SAUDE DA FAMILIA ILDA BARBOSA DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000006777;EQUIPE III;eSF;Porto Acre;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;199;171;281;24;16.875;310;54,40
3323293;UNIDADE DE SAUDE DA FAMILIA DANIEL GLENDSON DE LUCENA;CENTRO DE SAUDE/UNIDADE BASICA;0000006815;EQUIPE V;eSF;Porto Acre;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;77;57;147;78;8.975;163;55,10
2001128;UNIDADE DE SAUDE DA FAMILIA MARIA SOLEDADE SOARES GADELHA;CENTRO DE SAUDE/UNIDADE BASICA;0000006807;EQUIPE I;eSF;Porto Acre;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;152;152;225;102;15.775;254;62,10
2001101;UNIDADE DE SAUDE DA FAMILIA RAIMUNDA BITENCOURT DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000006785;EQUIPE II;eSF;Porto Acre;Baixo Acre;Fevereiro;Cuidado da pessoa com Hipertensão;341;310;468;47;29.150;580;50,30
3323307;UNIDADE DE SAUDE DA FAMILIA ALVARO ARAUJO NOBRE;CENTRO DE SAUDE/UNIDADE BASICA;0000006823;EQUIPE IV;eSF;Porto Acre;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;77;69;102;19;6.675;120;55,60
2000504;UNIDADE DE SAUDE DA FAMILIA ILDA BARBOSA DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000006777;EQUIPE III;eSF;Porto Acre;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;179;155;253;19;15.150;283;53,50
3323293;UNIDADE DE SAUDE DA FAMILIA DANIEL GLENDSON DE LUCENA;CENTRO DE SAUDE/UNIDADE BASICA;0000006815;EQUIPE V;eSF;Porto Acre;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;61;46;138;70;7.875;152;51,80
2001128;UNIDADE DE SAUDE DA FAMILIA MARIA SOLEDADE SOARES GADELHA;CENTRO DE SAUDE/UNIDADE BASICA;0000006807;EQUIPE I;eSF;Porto Acre;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;139;143;215;104;15.025;238;63,10
2001101;UNIDADE DE SAUDE DA FAMILIA RAIMUNDA BITENCOURT DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000006785;EQUIPE II;eSF;Porto Acre;Baixo Acre;Março;Cuidado da pessoa com Hipertensão;348;317;490;49;30.100;577;52,20
3323307;UNIDADE DE SAUDE DA FAMILIA ALVARO ARAUJO NOBRE;CENTRO DE SAUDE/UNIDADE BASICA;0000006823;EQUIPE IV;eSF;Porto Acre;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;48;42;58;9;3.925;80;49,10
2000504;UNIDADE DE SAUDE DA FAMILIA ILDA BARBOSA DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000006777;EQUIPE III;eSF;Porto Acre;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;106;92;138;17;8.825;166;53,20
3323293;UNIDADE DE SAUDE DA FAMILIA DANIEL GLENDSON DE LUCENA;CENTRO DE SAUDE/UNIDADE BASICA;0000006815;EQUIPE V;eSF;Porto Acre;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;61;40;135;61;7.425;153;48,50
2001128;UNIDADE DE SAUDE DA FAMILIA MARIA SOLEDADE SOARES GADELHA;CENTRO DE SAUDE/UNIDADE BASICA;0000006807;EQUIPE I;eSF;Porto Acre;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;130;140;208;103;14.525;236;61,50
2001101;UNIDADE DE SAUDE DA FAMILIA RAIMUNDA BITENCOURT DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000006785;EQUIPE II;eSF;Porto Acre;Baixo Acre;Abril;Cuidado da pessoa com Hipertensão;315;298;475;49;28.425;549;51,80
9315578;UBS FRANCISCA DAS CHAGAS LUSTOSA;CENTRO DE SAUDE/UNIDADE BASICA;0001631284;ESF LUSTOSA;eSF;Porto Walter;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Hipertensão;63;87;91;90;8.275;93;89,00
7959087;UBS MAURICIO PINHEIRO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001556754;ESF MAURICIO;eSF;Porto Walter;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Hipertensão;135;129;167;141;14.300;192;74,50
2001748;UBS ESTEPHAN BARBARY;CENTRO DE SAUDE/UNIDADE BASICA;0000005460;ESF ESTEPHAN;eSF;Porto Walter;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Hipertensão;243;270;354;284;28.775;360;79,90
9315578;UBS FRANCISCA DAS CHAGAS LUSTOSA;CENTRO DE SAUDE/UNIDADE BASICA;0001631284;ESF LUSTOSA;eSF;Porto Walter;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Hipertensão;64;87;91;89;8.275;93;89,00
7959087;UBS MAURICIO PINHEIRO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001556754;ESF MAURICIO;eSF;Porto Walter;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Hipertensão;136;138;156;131;14.025;182;77,10
2001748;UBS ESTEPHAN BARBARY;CENTRO DE SAUDE/UNIDADE BASICA;0000005460;ESF ESTEPHAN;eSF;Porto Walter;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Hipertensão;248;293;366;292;29.975;374;80,10
9315578;UBS FRANCISCA DAS CHAGAS LUSTOSA;CENTRO DE SAUDE/UNIDADE BASICA;0001631284;ESF LUSTOSA;eSF;Porto Walter;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Hipertensão;58;85;92;91;8.150;95;85,80
7959087;UBS MAURICIO PINHEIRO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001556754;ESF MAURICIO;eSF;Porto Walter;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Hipertensão;114;113;149;110;12.150;159;76,40
2001748;UBS ESTEPHAN BARBARY;CENTRO DE SAUDE/UNIDADE BASICA;0000005460;ESF ESTEPHAN;eSF;Porto Walter;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Hipertensão;230;270;354;256;27.750;361;76,90
9315578;UBS FRANCISCA DAS CHAGAS LUSTOSA;CENTRO DE SAUDE/UNIDADE BASICA;0001631284;ESF LUSTOSA;eSF;Porto Walter;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Hipertensão;61;90;100;99;8.750;103;85,00
7959087;UBS MAURICIO PINHEIRO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001556754;ESF MAURICIO;eSF;Porto Walter;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Hipertensão;135;137;173;141;14.650;194;75,50
2001748;UBS ESTEPHAN BARBARY;CENTRO DE SAUDE/UNIDADE BASICA;0000005460;ESF ESTEPHAN;eSF;Porto Walter;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Hipertensão;212;246;324;190;24.300;336;72,30
2000490;URAP FRANCISCO RONEY RODRIGUES MEIRELES;CENTRO DE SAUDE/UNIDADE BASICA;0002106108;EAP RONEY MEIRELES;eAP;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;48;26;5;25;4.250;71;59,90
2000814;USF FRANCISCO EDUARDO DE PAIVA;CENTRO DE SAUDE/UNIDADE BASICA;0002372789;ESF FRANCISCO EDUARDO II;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;8;3;1;3;375;12;31,30
2000482;URAP VILA IVONETE;CENTRO DE SAUDE/UNIDADE BASICA;0002108925;EAP II VILA IVONETE;eAP;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;25;10;3;10;2.000;35;57,10
7799632;URAP VALDEISA VALDEZ;CENTRO DE SAUDE/UNIDADE BASICA;0001585029;ESF VALDEISA VALDEZ I;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;24;15;3;17;1.475;30;49,20
2000512;URAP EDUARDO ASSMAR;CENTRO DE SAUDE/UNIDADE BASICA;0002108887;EAP EDUARDO ASSMAR;eAP;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;9;8;0;3;750;10;75,00
4646770;USF SAO FRANCISCO;CENTRO DE SAUDE/UNIDADE BASICA;0000005509;ESF SAO FRANCISCO;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;145;93;115;53;10.150;223;45,50
2003252;USF RECANTO DOS BURITIS;CENTRO DE SAUDE/UNIDADE BASICA;0000005908;ESF RECANTO DOS BURITIS I;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;52;41;10;26;3.225;72;44,80
2000741;URAP ARY RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002223767;EAP II ARY RODRIGUES;eAP;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;6;5;0;2;525;8;65,60
2000814;USF FRANCISCO EDUARDO DE PAIVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005592;ESF FRANCISCO EDUARDO;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;128;87;40;30;7.125;163;43,70
2000415;URAP SAO FRANCISCO;CENTRO DE SAUDE/UNIDADE BASICA;0002108895;EAP SAO FRANCISCO I;eAP;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;8;3;0;3;550;8;68,80
7110065;USF GENTIL PERDOMO DA ROCHA;CENTRO DE SAUDE/UNIDADE BASICA;0000006203;ESF ESPERANCA II;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;26;6;17;3;1.300;39;33,30
2003252;USF RECANTO DOS BURITIS;CENTRO DE SAUDE/UNIDADE BASICA;0000005991;ESF RECANTO DOS BURITIS II;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;43;33;23;22;3.025;65;46,50
2003228;USF ANTENOR RAMOS I;CENTRO DE SAUDE/UNIDADE BASICA;0000005975;ESF ANTENOR RAMOS II;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;99;56;116;20;7.275;135;53,90
7799632;URAP VALDEISA VALDEZ;CENTRO DE SAUDE/UNIDADE BASICA;0001585037;ESF VALDEISA VALDEZ II;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;34;26;9;21;2.250;51;44,10
2001853;USF NADEZIR DA SILVA DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005738;ESF VILA DA AMIZADE;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;91;68;93;19;6.775;122;55,50
2001012;USF MOCINHA MAGALHAES;CENTRO DE SAUDE/UNIDADE BASICA;0000005614;ESF MOCINHA MAGALHAES;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;108;51;66;17;6.050;131;46,20
7110065;USF GENTIL PERDOMO DA ROCHA;CENTRO DE SAUDE/UNIDADE BASICA;0001544721;ESF ESPERANCA III;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;40;24;7;7;1.950;57;34,20
2000512;URAP EDUARDO ASSMAR;CENTRO DE SAUDE/UNIDADE BASICA;0002172704;ESF EDUARDO ASSMAR;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;5;2;2;4;325;8;40,60
3331776;USF DR RAIMUNDO MOREIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006033;ESF DR RAIMUNDO MOREIRA;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;117;97;85;60;8.975;151;59,40
3015513;USF FRANCISCA BARBOSA GUERRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005983;ESF FRANCISCA BARBOSA GUERRA;eSF;Rio Branco;Baixo Acre;Janeiro; Cuidado da pessoa com Hipertensão;31;21;20;17;2.225;42;53,00
