CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO A 1ª CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), ATÉ O 30º DIA DE VIDA ;TER PELO MENOS 09 CONSULTAS POR MÉDICA(O) OU ENFERMEIRA(O) ATÉ DOIS ANOS DE VIDA ;TER PELO MENOS 09 REGISTROS DE PESO E ALTURA ATÉ OS DOIS ANOS DE VIDA;TER RECEBIDO PELO MENOS 02 VISITAS DOMICILIARES REALIZADAS POR ACS/TACS, SENDO A PRIMEIRA ATÉ OS PRIMEIROS 30 DIAS DE VIDA E A SEGUNDA ATÉ OS 06 MESES DE VIDA;TER SIDO VACINADA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, HEPATITE B, INFECÇÕES CAUSADAS POR HAEMOPHILUS INFLUENZAE TIPO B, POLIOMIELITE, SARAMPO, CAXUMBA E RUBÉOLA, COM TODAS AS DOSES RECOMENDADAS;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA CRIANÇAS DE ATÉ 2 ANOS VINCULADAS À EQUIPE;NÚMERO TOTAL DE CRIANÇAS DE ATÉ 2 ANOS VINCULADAS À EQUIPE;PONTUAÇÃO
2003112;ESF SAO CRISTOVAO;CENTRO DE SAUDE/UNIDADE BASICA;0000005010;ESF SAO CRISTOVAO;eSF;Epitaciolândia;Alto Acre;Abril;Desenvolvimento Infantil;6;3;0;8;8;500;20;25,00
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0002021196;EAP CSJCM;eAP;Epitaciolândia;Alto Acre;Abril;Desenvolvimento Infantil;0;0;0;0;0;0;0;0,00
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000005037;ESF JOSE PAULO DE SOUZA;eSF;Epitaciolândia;Alto Acre;Abril;Desenvolvimento Infantil;11;4;2;0;16;660;47;14,04
2003090;ESF SUELLEN DE LIMA CASTELO;CENTRO DE SAUDE/UNIDADE BASICA;0000005002;ESF NARI BELA FLOR;eSF;Epitaciolândia;Alto Acre;Abril;Desenvolvimento Infantil;15;5;1;7;14;840;44;19,09
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002250470;EAP JOSE PAULO;eAP;Epitaciolândia;Alto Acre;Abril;Desenvolvimento Infantil;0;0;0;0;1;40;1;40,00
2003147;ESF MANOEL ARAUJO DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;0000005029;ESF MANOEL ARAUJO DA COSTA;eSF;Epitaciolândia;Alto Acre;Maio;Desenvolvimento Infantil;5;1;0;0;1;140;29;4,83
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0000004995;ESF- CENTRO DE SAUDE;eSF;Epitaciolândia;Alto Acre;Maio;Desenvolvimento Infantil;5;0;1;3;8;340;22;15,45
2001314;ESF JOAO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000004979;ESF JOAO ALVES DA SILVA;eSF;Epitaciolândia;Alto Acre;Maio;Desenvolvimento Infantil;9;3;0;0;12;480;53;9,06
2832798;UNIDADE DE SAUDE ALBERTO FLORENCIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002250454;ESF RUBICOM;eSF;Epitaciolândia;Alto Acre;Maio;Desenvolvimento Infantil;6;1;1;0;6;280;22;12,73
2001322;ESF JOSE FRANCISCO DO NASCIMENTO;CENTRO DE SAUDE/UNIDADE BASICA;0000004987;ESF JOSE FRANCISCO NASCIMENTO;eSF;Epitaciolândia;Alto Acre;Maio;Desenvolvimento Infantil;15;6;0;19;30;1.400;79;17,72
2003112;ESF SAO CRISTOVAO;CENTRO DE SAUDE/UNIDADE BASICA;0000005010;ESF SAO CRISTOVAO;eSF;Epitaciolândia;Alto Acre;Maio;Desenvolvimento Infantil;5;2;0;7;7;420;18;23,33
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0002021196;EAP CSJCM;eAP;Epitaciolândia;Alto Acre;Maio;Desenvolvimento Infantil;2;0;0;2;4;280;8;35,00
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000005037;ESF JOSE PAULO DE SOUZA;eSF;Epitaciolândia;Alto Acre;Maio;Desenvolvimento Infantil;13;5;3;0;14;700;47;14,89
2003090;ESF SUELLEN DE LIMA CASTELO;CENTRO DE SAUDE/UNIDADE BASICA;0000005002;ESF NARI BELA FLOR;eSF;Epitaciolândia;Alto Acre;Maio;Desenvolvimento Infantil;15;5;1;9;13;860;45;19,11
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002250470;EAP JOSE PAULO;eAP;Epitaciolândia;Alto Acre;Maio;Desenvolvimento Infantil;1;0;0;0;1;80;2;40,00
2003147;ESF MANOEL ARAUJO DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;0000005029;ESF MANOEL ARAUJO DA COSTA;eSF;Epitaciolândia;Alto Acre;Junho;Desenvolvimento Infantil;6;0;0;0;1;140;31;4,52
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0000004995;ESF- CENTRO DE SAUDE;eSF;Epitaciolândia;Alto Acre;Junho;Desenvolvimento Infantil;7;0;1;3;8;380;22;17,27
2001314;ESF JOAO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000004979;ESF JOAO ALVES DA SILVA;eSF;Epitaciolândia;Alto Acre;Junho;Desenvolvimento Infantil;10;4;0;0;12;520;56;9,29
2832798;UNIDADE DE SAUDE ALBERTO FLORENCIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002250454;ESF RUBICOM;eSF;Epitaciolândia;Alto Acre;Junho;Desenvolvimento Infantil;6;1;1;0;7;300;22;13,64
2001322;ESF JOSE FRANCISCO DO NASCIMENTO;CENTRO DE SAUDE/UNIDADE BASICA;0000004987;ESF JOSE FRANCISCO NASCIMENTO;eSF;Epitaciolândia;Alto Acre;Junho;Desenvolvimento Infantil;14;5;0;19;27;1.300;74;17,57
2003112;ESF SAO CRISTOVAO;CENTRO DE SAUDE/UNIDADE BASICA;0000005010;ESF SAO CRISTOVAO;eSF;Epitaciolândia;Alto Acre;Junho;Desenvolvimento Infantil;5;1;0;5;8;380;16;23,75
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0002021196;EAP CSJCM;eAP;Epitaciolândia;Alto Acre;Junho;Desenvolvimento Infantil;2;0;0;2;3;260;8;32,50
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000005037;ESF JOSE PAULO DE SOUZA;eSF;Epitaciolândia;Alto Acre;Junho;Desenvolvimento Infantil;13;5;4;0;12;680;39;17,44
2003090;ESF SUELLEN DE LIMA CASTELO;CENTRO DE SAUDE/UNIDADE BASICA;0000005002;ESF NARI BELA FLOR;eSF;Epitaciolândia;Alto Acre;Junho;Desenvolvimento Infantil;15;5;1;9;11;820;45;18,22
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002250470;EAP JOSE PAULO;eAP;Epitaciolândia;Alto Acre;Junho;Desenvolvimento Infantil;1;2;2;0;3;300;7;42,86
2003147;ESF MANOEL ARAUJO DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;0000005029;ESF MANOEL ARAUJO DA COSTA;eSF;Epitaciolândia;Alto Acre;Julho;Desenvolvimento Infantil;6;0;0;0;1;140;33;4,24
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0000004995;ESF- CENTRO DE SAUDE;eSF;Epitaciolândia;Alto Acre;Julho;Desenvolvimento Infantil;7;0;1;4;8;400;21;19,05
2001314;ESF JOAO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000004979;ESF JOAO ALVES DA SILVA;eSF;Epitaciolândia;Alto Acre;Julho;Desenvolvimento Infantil;11;4;0;1;13;580;58;10,00
2832798;UNIDADE DE SAUDE ALBERTO FLORENCIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002250454;ESF RUBICOM;eSF;Epitaciolândia;Alto Acre;Julho;Desenvolvimento Infantil;6;2;1;0;7;320;22;14,55
2001322;ESF JOSE FRANCISCO DO NASCIMENTO;CENTRO DE SAUDE/UNIDADE BASICA;0000004987;ESF JOSE FRANCISCO NASCIMENTO;eSF;Epitaciolândia;Alto Acre;Julho;Desenvolvimento Infantil;14;5;2;17;24;1.240;65;19,08
2003112;ESF SAO CRISTOVAO;CENTRO DE SAUDE/UNIDADE BASICA;0000005010;ESF SAO CRISTOVAO;eSF;Epitaciolândia;Alto Acre;Julho;Desenvolvimento Infantil;6;1;1;6;10;480;19;25,26
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0002021196;EAP CSJCM;eAP;Epitaciolândia;Alto Acre;Julho;Desenvolvimento Infantil;3;0;0;2;5;340;9;37,78
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000005037;ESF JOSE PAULO DE SOUZA;eSF;Epitaciolândia;Alto Acre;Julho;Desenvolvimento Infantil;14;6;6;0;10;720;42;17,14
2003090;ESF SUELLEN DE LIMA CASTELO;CENTRO DE SAUDE/UNIDADE BASICA;0000005002;ESF NARI BELA FLOR;eSF;Epitaciolândia;Alto Acre;Julho;Desenvolvimento Infantil;15;5;1;9;12;840;48;17,50
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002250470;EAP JOSE PAULO;eAP;Epitaciolândia;Alto Acre;Julho;Desenvolvimento Infantil;2;3;3;0;4;540;15;36,00
2003147;ESF MANOEL ARAUJO DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;0000005029;ESF MANOEL ARAUJO DA COSTA;eSF;Epitaciolândia;Alto Acre;Agosto;Desenvolvimento Infantil;6;0;0;1;1;160;33;4,85
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0000004995;ESF- CENTRO DE SAUDE;eSF;Epitaciolândia;Alto Acre;Agosto;Desenvolvimento Infantil;8;0;1;6;9;480;24;20,00
2001314;ESF JOAO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000004979;ESF JOAO ALVES DA SILVA;eSF;Epitaciolândia;Alto Acre;Agosto;Desenvolvimento Infantil;11;3;0;2;10;520;52;10,00
2832798;UNIDADE DE SAUDE ALBERTO FLORENCIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002250454;ESF RUBICOM;eSF;Epitaciolândia;Alto Acre;Agosto;Desenvolvimento Infantil;8;3;1;0;7;380;27;14,07
2001322;ESF JOSE FRANCISCO DO NASCIMENTO;CENTRO DE SAUDE/UNIDADE BASICA;0000004987;ESF JOSE FRANCISCO NASCIMENTO;eSF;Epitaciolândia;Alto Acre;Agosto;Desenvolvimento Infantil;14;7;2;19;23;1.300;63;20,63
2003112;ESF SAO CRISTOVAO;CENTRO DE SAUDE/UNIDADE BASICA;0000005010;ESF SAO CRISTOVAO;eSF;Epitaciolândia;Alto Acre;Agosto;Desenvolvimento Infantil;7;1;1;7;9;500;22;22,73
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0002021196;EAP CSJCM;eAP;Epitaciolândia;Alto Acre;Agosto;Desenvolvimento Infantil;3;0;0;2;5;340;9;37,78
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000005037;ESF JOSE PAULO DE SOUZA;eSF;Epitaciolândia;Alto Acre;Agosto;Desenvolvimento Infantil;18;5;8;0;10;820;42;19,52
2003090;ESF SUELLEN DE LIMA CASTELO;CENTRO DE SAUDE/UNIDADE BASICA;0000005002;ESF NARI BELA FLOR;eSF;Epitaciolândia;Alto Acre;Agosto;Desenvolvimento Infantil;14;5;1;7;11;760;45;16,89
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002250470;EAP JOSE PAULO;eAP;Epitaciolândia;Alto Acre;Agosto;Desenvolvimento Infantil;3;4;4;0;2;600;17;35,29
2003147;ESF MANOEL ARAUJO DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;0000005029;ESF MANOEL ARAUJO DA COSTA;eSF;Epitaciolândia;Alto Acre;Setembro;Desenvolvimento Infantil;7;0;0;1;1;180;35;5,14
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0000004995;ESF- CENTRO DE SAUDE;eSF;Epitaciolândia;Alto Acre;Setembro;Desenvolvimento Infantil;8;0;1;6;9;480;24;20,00
2001314;ESF JOAO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000004979;ESF JOAO ALVES DA SILVA;eSF;Epitaciolândia;Alto Acre;Setembro;Desenvolvimento Infantil;12;4;2;2;10;600;53;11,32
2832798;UNIDADE DE SAUDE ALBERTO FLORENCIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002250454;ESF RUBICOM;eSF;Epitaciolândia;Alto Acre;Setembro;Desenvolvimento Infantil;10;3;1;2;8;480;27;17,78
2001322;ESF JOSE FRANCISCO DO NASCIMENTO;CENTRO DE SAUDE/UNIDADE BASICA;0000004987;ESF JOSE FRANCISCO NASCIMENTO;eSF;Epitaciolândia;Alto Acre;Setembro;Desenvolvimento Infantil;14;8;4;19;29;1.480;65;22,77
2003112;ESF SAO CRISTOVAO;CENTRO DE SAUDE/UNIDADE BASICA;0000005010;ESF SAO CRISTOVAO;eSF;Epitaciolândia;Alto Acre;Setembro;Desenvolvimento Infantil;6;1;1;8;9;500;20;25,00
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0002021196;EAP CSJCM;eAP;Epitaciolândia;Alto Acre;Setembro;Desenvolvimento Infantil;3;0;0;2;6;360;9;40,00
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000005037;ESF JOSE PAULO DE SOUZA;eSF;Epitaciolândia;Alto Acre;Setembro;Desenvolvimento Infantil;19;5;10;0;13;940;43;21,86
2003090;ESF SUELLEN DE LIMA CASTELO;CENTRO DE SAUDE/UNIDADE BASICA;0000005002;ESF NARI BELA FLOR;eSF;Epitaciolândia;Alto Acre;Setembro;Desenvolvimento Infantil;14;4;2;8;12;800;46;17,39
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002250470;EAP JOSE PAULO;eAP;Epitaciolândia;Alto Acre;Setembro;Desenvolvimento Infantil;6;3;5;0;3;760;21;36,19
2003147;ESF MANOEL ARAUJO DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;0000005029;ESF MANOEL ARAUJO DA COSTA;eSF;Epitaciolândia;Alto Acre;Outubro;Desenvolvimento Infantil;7;1;0;1;1;200;35;5,71
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0000004995;ESF- CENTRO DE SAUDE;eSF;Epitaciolândia;Alto Acre;Outubro;Desenvolvimento Infantil;8;1;3;6;9;540;24;22,50
2001314;ESF JOAO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000004979;ESF JOAO ALVES DA SILVA;eSF;Epitaciolândia;Alto Acre;Outubro;Desenvolvimento Infantil;13;5;3;3;10;680;55;12,36
2832798;UNIDADE DE SAUDE ALBERTO FLORENCIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002250454;ESF RUBICOM;eSF;Epitaciolândia;Alto Acre;Outubro;Desenvolvimento Infantil;12;3;0;2;7;480;26;18,46
2001322;ESF JOSE FRANCISCO DO NASCIMENTO;CENTRO DE SAUDE/UNIDADE BASICA;0000004987;ESF JOSE FRANCISCO NASCIMENTO;eSF;Epitaciolândia;Alto Acre;Outubro;Desenvolvimento Infantil;17;10;3;23;26;1.580;65;24,31
2003112;ESF SAO CRISTOVAO;CENTRO DE SAUDE/UNIDADE BASICA;0000005010;ESF SAO CRISTOVAO;eSF;Epitaciolândia;Alto Acre;Outubro;Desenvolvimento Infantil;7;2;1;8;10;560;20;28,00
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0002021196;EAP CSJCM;eAP;Epitaciolândia;Alto Acre;Outubro;Desenvolvimento Infantil;1;0;0;2;4;220;6;36,67
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000005037;ESF JOSE PAULO DE SOUZA;eSF;Epitaciolândia;Alto Acre;Outubro;Desenvolvimento Infantil;22;5;12;0;12;1.020;45;22,67
2003090;ESF SUELLEN DE LIMA CASTELO;CENTRO DE SAUDE/UNIDADE BASICA;0000005002;ESF NARI BELA FLOR;eSF;Epitaciolândia;Alto Acre;Outubro;Desenvolvimento Infantil;14;3;2;7;10;720;44;16,36
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002250470;EAP JOSE PAULO;eAP;Epitaciolândia;Alto Acre;Outubro;Desenvolvimento Infantil;9;3;5;0;3;860;23;37,39
2003147;ESF MANOEL ARAUJO DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;0000005029;ESF MANOEL ARAUJO DA COSTA;eSF;Epitaciolândia;Alto Acre;Novembro;Desenvolvimento Infantil;7;3;1;1;1;260;35;7,43
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0000004995;ESF- CENTRO DE SAUDE;eSF;Epitaciolândia;Alto Acre;Novembro;Desenvolvimento Infantil;7;1;3;5;8;480;25;19,20
2001314;ESF JOAO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000004979;ESF JOAO ALVES DA SILVA;eSF;Epitaciolândia;Alto Acre;Novembro;Desenvolvimento Infantil;14;3;3;4;8;640;55;11,64
2832798;UNIDADE DE SAUDE ALBERTO FLORENCIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002250454;ESF RUBICOM;eSF;Epitaciolândia;Alto Acre;Novembro;Desenvolvimento Infantil;10;2;1;4;6;460;24;19,17
2001322;ESF JOSE FRANCISCO DO NASCIMENTO;CENTRO DE SAUDE/UNIDADE BASICA;0000004987;ESF JOSE FRANCISCO NASCIMENTO;eSF;Epitaciolândia;Alto Acre;Novembro;Desenvolvimento Infantil;20;10;2;24;23;1.580;63;25,08
2003112;ESF SAO CRISTOVAO;CENTRO DE SAUDE/UNIDADE BASICA;0000005010;ESF SAO CRISTOVAO;eSF;Epitaciolândia;Alto Acre;Novembro;Desenvolvimento Infantil;9;2;1;10;11;660;21;31,43
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0002021196;EAP CSJCM;eAP;Epitaciolândia;Alto Acre;Novembro;Desenvolvimento Infantil;1;0;0;2;3;180;5;36,00
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000005037;ESF JOSE PAULO DE SOUZA;eSF;Epitaciolândia;Alto Acre;Novembro;Desenvolvimento Infantil;22;5;13;1;11;1.040;44;23,64
2003090;ESF SUELLEN DE LIMA CASTELO;CENTRO DE SAUDE/UNIDADE BASICA;0000005002;ESF NARI BELA FLOR;eSF;Epitaciolândia;Alto Acre;Novembro;Desenvolvimento Infantil;12;2;2;7;11;680;43;15,81
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002250470;EAP JOSE PAULO;eAP;Epitaciolândia;Alto Acre;Novembro;Desenvolvimento Infantil;11;6;8;0;4;1.080;25;43,20
2003147;ESF MANOEL ARAUJO DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;0000005029;ESF MANOEL ARAUJO DA COSTA;eSF;Epitaciolândia;Alto Acre;Dezembro;Desenvolvimento Infantil;7;3;2;1;1;280;37;7,57
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0000004995;ESF- CENTRO DE SAUDE;eSF;Epitaciolândia;Alto Acre;Dezembro;Desenvolvimento Infantil;8;2;4;4;7;500;27;18,52
2001314;ESF JOAO ALVES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000004979;ESF JOAO ALVES DA SILVA;eSF;Epitaciolândia;Alto Acre;Dezembro;Desenvolvimento Infantil;15;4;4;6;9;760;59;12,88
2832798;UNIDADE DE SAUDE ALBERTO FLORENCIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002250454;ESF RUBICOM;eSF;Epitaciolândia;Alto Acre;Dezembro;Desenvolvimento Infantil;13;2;2;4;6;540;27;20,00
2001322;ESF JOSE FRANCISCO DO NASCIMENTO;CENTRO DE SAUDE/UNIDADE BASICA;0000004987;ESF JOSE FRANCISCO NASCIMENTO;eSF;Epitaciolândia;Alto Acre;Dezembro;Desenvolvimento Infantil;21;10;3;25;24;1.660;64;25,94
2003112;ESF SAO CRISTOVAO;CENTRO DE SAUDE/UNIDADE BASICA;0000005010;ESF SAO CRISTOVAO;eSF;Epitaciolândia;Alto Acre;Dezembro;Desenvolvimento Infantil;9;2;1;9;10;620;22;28,18
2001330;CENTRO DE SAUDE JOSE CANDIDO DE MESQUITA;CENTRO DE SAUDE/UNIDADE BASICA;0002021196;EAP CSJCM;eAP;Epitaciolândia;Alto Acre;Dezembro;Desenvolvimento Infantil;2;0;1;2;3;260;7;37,14
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000005037;ESF JOSE PAULO DE SOUZA;eSF;Epitaciolândia;Alto Acre;Dezembro;Desenvolvimento Infantil;24;5;15;1;9;1.080;44;24,55
2003090;ESF SUELLEN DE LIMA CASTELO;CENTRO DE SAUDE/UNIDADE BASICA;0000005002;ESF NARI BELA FLOR;eSF;Epitaciolândia;Alto Acre;Dezembro;Desenvolvimento Infantil;11;0;1;7;9;560;39;14,36
6634230;ESF JOSE PAULO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002250470;EAP JOSE PAULO;eAP;Epitaciolândia;Alto Acre;Dezembro;Desenvolvimento Infantil;11;5;10;3;6;1.160;26;44,62
7797494;U S F FLORINDA VIEIRA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;0001584189;U S F FLORINDA VIEIRA DA COSTA;eSF;Feijó;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;5;1;0;4;9;380;13;29,23
6934013;U S F DR JOSE LUIZ DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000005126;DR. JOSE LUIZ DE SOUZA;eSF;Feijó;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;9;4;1;4;17;700;29;24,14
2000067;U S F FRANCISCA LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005061;USF FRANCISCA LIMA;eSF;Feijó;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;9;1;0;3;20;660;46;14,35
2002825;U S F FRANCISCA XAVIER FERREIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005088;USF FRANCISCA XAVIER FERREIRA;eSF;Feijó;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;9;2;0;3;21;700;61;11,48
2000059;U S F MARIA ALICE;CENTRO DE SAUDE/UNIDADE BASICA;0000005053;USF MARIA ALICE;eSF;Feijó;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;4;2;0;0;8;280;27;10,37
3544915;UNIDADE DE SAUDE DA FAMILIA DULCE DE ARAUJO ANDRADE SENA;CENTRO DE SAUDE/UNIDADE BASICA;0000005096;USF DULCE ARAUJO ANDRADE SENA;eSF;Feijó;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;1;1;0;0;4;120;12;10,00
7014147;U S F ANTONIO DOMINGOS RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0000005134;USF ANTONIO DOMINGOS RODRIGUES;eSF;Feijó;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;9;1;0;4;13;540;32;16,88
2000040;CENTRO DE SAUDE DIAMANTINO MACEDO;CENTRO DE SAUDE/UNIDADE BASICA;0000005045;CS DIAMANTINO AUGUSTO MACEDO;eSF;Feijó;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;4;1;1;3;10;380;27;14,07
7797494;U S F FLORINDA VIEIRA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;0001584189;U S F FLORINDA VIEIRA DA COSTA;eSF;Feijó;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;5;1;0;4;9;380;13;29,23
6934013;U S F DR JOSE LUIZ DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000005126;DR. JOSE LUIZ DE SOUZA;eSF;Feijó;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;11;5;1;4;17;760;33;23,03
2000067;U S F FRANCISCA LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005061;USF FRANCISCA LIMA;eSF;Feijó;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;8;2;1;3;17;620;44;14,09
2002825;U S F FRANCISCA XAVIER FERREIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005088;USF FRANCISCA XAVIER FERREIRA;eSF;Feijó;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;9;3;0;3;16;620;55;11,27
2000059;U S F MARIA ALICE;CENTRO DE SAUDE/UNIDADE BASICA;0000005053;USF MARIA ALICE;eSF;Feijó;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;4;2;0;0;9;300;26;11,54
3544915;UNIDADE DE SAUDE DA FAMILIA DULCE DE ARAUJO ANDRADE SENA;CENTRO DE SAUDE/UNIDADE BASICA;0000005096;USF DULCE ARAUJO ANDRADE SENA;eSF;Feijó;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;2;1;0;0;6;180;15;12,00
7014147;U S F ANTONIO DOMINGOS RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0000005134;USF ANTONIO DOMINGOS RODRIGUES;eSF;Feijó;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;11;1;0;4;11;540;32;16,88
2000040;CENTRO DE SAUDE DIAMANTINO MACEDO;CENTRO DE SAUDE/UNIDADE BASICA;0000005045;CS DIAMANTINO AUGUSTO MACEDO;eSF;Feijó;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;4;2;1;3;10;400;26;15,38
7797494;U S F FLORINDA VIEIRA DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;0001584189;U S F FLORINDA VIEIRA DA COSTA;eSF;Feijó;Juruá/Tarauacá e Envira;Março;Desenvolvimento Infantil;5;1;0;4;9;380;13;29,23
