CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE HEMOGLOBINA GLICADA, SOLICITADA OU AVALIADA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE AVALIAÇÃO DOS PÉS, REALIZADO NOS ÚLTIMOS 15 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM DIABETES VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM DIABETES VINCULADAS À EQUIPE;PONTUAÇÃO
2000318;UNIDADE DA SAUDE DA FAMILIA PASTOR JOAO BRAZ;CENTRO DE SAUDE/UNIDADE BASICA;0000004677;ESF PASTOR JOAO BRAZ;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Diabetes;48;43;66;27;49;0;4.065;70;58,10
2000318;UNIDADE DA SAUDE DA FAMILIA PASTOR JOAO BRAZ;CENTRO DE SAUDE/UNIDADE BASICA;0001497464;ESF PASTOR JOAO BRAZ;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Diabetes;62;58;86;34;56;0;5.180;87;59,50
2000318;UNIDADE DA SAUDE DA FAMILIA PASTOR JOAO BRAZ;CENTRO DE SAUDE/UNIDADE BASICA;0000004677;ESF PASTOR JOAO BRAZ;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Diabetes;46;40;62;25;47;0;3.840;69;55,70
2000318;UNIDADE DA SAUDE DA FAMILIA PASTOR JOAO BRAZ;CENTRO DE SAUDE/UNIDADE BASICA;0001497464;ESF PASTOR JOAO BRAZ;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Diabetes;67;61;89;35;60;0;5.460;91;60,00
2000318;UNIDADE DA SAUDE DA FAMILIA PASTOR JOAO BRAZ;CENTRO DE SAUDE/UNIDADE BASICA;0000004677;ESF PASTOR JOAO BRAZ;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Diabetes;47;41;57;25;47;0;3.775;69;54,70
2000318;UNIDADE DA SAUDE DA FAMILIA PASTOR JOAO BRAZ;CENTRO DE SAUDE/UNIDADE BASICA;0001497464;ESF PASTOR JOAO BRAZ;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Diabetes;68;60;88;34;63;0;5.475;90;60,80
2000318;UNIDADE DA SAUDE DA FAMILIA PASTOR JOAO BRAZ;CENTRO DE SAUDE/UNIDADE BASICA;0000004677;ESF PASTOR JOAO BRAZ;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Diabetes;46;40;54;30;49;0;3.785;70;54,10
2000318;UNIDADE DA SAUDE DA FAMILIA PASTOR JOAO BRAZ;CENTRO DE SAUDE/UNIDADE BASICA;0001497464;ESF PASTOR JOAO BRAZ;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Diabetes;69;59;89;37;64;0;5.560;90;61,80
2000318;UNIDADE DA SAUDE DA FAMILIA PASTOR JOAO BRAZ;CENTRO DE SAUDE/UNIDADE BASICA;0000004677;ESF PASTOR JOAO BRAZ;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Agosto;Cuidado da pessoa com Diabetes;43;39;54;30;49;0;3.710;70;53,00
2000318;UNIDADE DA SAUDE DA FAMILIA PASTOR JOAO BRAZ;CENTRO DE SAUDE/UNIDADE BASICA;0001497464;ESF PASTOR JOAO BRAZ;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Agosto;Cuidado da pessoa com Diabetes;66;57;90;38;66;0;5.535;92;60,20
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004685;USF GEOSETE COELHO MARIANO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Diabetes;17;14;23;17;13;0;1.460;23;63,50
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004693;ESF GEOSETE COELHO M.;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Diabetes;25;19;36;23;21;0;2.165;37;58,50
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004685;USF GEOSETE COELHO MARIANO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Diabetes;20;18;26;22;17;0;1.775;26;68,30
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004693;ESF GEOSETE COELHO M.;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Diabetes;33;24;49;30;27;0;2.855;50;57,10
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004685;USF GEOSETE COELHO MARIANO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Diabetes;26;24;34;29;21;0;2.310;35;66,00
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004693;ESF GEOSETE COELHO M.;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Diabetes;40;31;54;37;24;0;3.260;55;59,30
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004685;USF GEOSETE COELHO MARIANO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Diabetes;23;21;32;26;21;0;2.120;33;64,20
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004693;ESF GEOSETE COELHO M.;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Diabetes;39;30;53;35;20;0;3.115;54;57,70
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004685;USF GEOSETE COELHO MARIANO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Diabetes;24;21;34;25;20;0;2.150;35;61,40
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004693;ESF GEOSETE COELHO M.;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Diabetes;38;28;52;33;20;0;3.015;53;56,90
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004685;USF GEOSETE COELHO MARIANO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Diabetes;27;25;39;26;24;0;2.445;40;61,10
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004693;ESF GEOSETE COELHO M.;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Diabetes;37;29;53;34;19;0;3.030;54;56,10
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004685;USF GEOSETE COELHO MARIANO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Diabetes;30;26;39;26;23;0;2.505;41;61,10
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004693;ESF GEOSETE COELHO M.;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Diabetes;43;38;62;38;21;0;3.555;62;57,30
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004685;USF GEOSETE COELHO MARIANO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Agosto;Cuidado da pessoa com Diabetes;30;24;40;25;26;0;2.525;41;61,60
2000326;UNIDADE DE SAUDE DA FAMILIA GEOSETE COELHO MARIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000004693;ESF GEOSETE COELHO M.;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Agosto;Cuidado da pessoa com Diabetes;46;42;64;41;23;0;3.790;64;59,20
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001498762;ESF-FRANCISCO A DA SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Diabetes;22;22;32;22;21;0;2.055;35;58,70
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000004707;ESF- FRANCISCO A. SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Diabetes;17;15;20;18;13;0;1.430;20;71,50
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001498762;ESF-FRANCISCO A DA SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Diabetes;24;22;31;21;23;0;2.090;33;63,30
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000004707;ESF- FRANCISCO A. SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Diabetes;17;15;20;19;16;0;1.490;20;74,50
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001498762;ESF-FRANCISCO A DA SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Diabetes;23;21;29;20;23;0;2.000;31;64,50
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000004707;ESF- FRANCISCO A. SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Diabetes;18;16;20;19;17;0;1.540;20;77,00
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001498762;ESF-FRANCISCO A DA SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Diabetes;22;18;30;20;22;0;1.940;31;62,60
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000004707;ESF- FRANCISCO A. SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Diabetes;13;14;16;15;13;0;1.210;16;75,60
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001498762;ESF-FRANCISCO A DA SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Diabetes;21;20;30;21;20;0;1.935;32;60,50
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000004707;ESF- FRANCISCO A. SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Diabetes;12;13;15;15;12;0;1.140;15;76,00
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001498762;ESF-FRANCISCO A DA SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Diabetes;23;21;28;22;20;0;1.965;31;63,40
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000004707;ESF- FRANCISCO A. SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Diabetes;10;11;13;12;10;0;955;13;73,50
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001498762;ESF-FRANCISCO A DA SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Diabetes;29;28;37;32;25;0;2.595;43;60,30
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000004707;ESF- FRANCISCO A. SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Diabetes;23;22;31;29;23;0;2.190;31;70,60
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001498762;ESF-FRANCISCO A DA SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Agosto;Cuidado da pessoa com Diabetes;26;26;37;31;26;0;2.505;43;58,30
2000334;UNIDADE DA SAUDE DA FAM FRANCISCO ARY DA SILVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000004707;ESF- FRANCISCO A. SILVEIRA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Agosto;Cuidado da pessoa com Diabetes;22;22;32;27;22;0;2.145;32;67,00
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004715;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Diabetes;18;18;24;13;15;0;1.530;32;47,80
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004723;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Diabetes;11;13;19;10;8;0;1.065;24;44,40
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004715;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Diabetes;18;19;26;11;17;0;1.585;35;45,30
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004723;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Diabetes;13;13;23;10;9;0;1.200;28;42,90
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004715;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Diabetes;16;17;29;12;17;0;1.590;34;46,80
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004723;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Diabetes;15;14;27;12;13;0;1.425;31;46,00
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004715;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Diabetes;19;19;28;14;19;0;1.720;34;50,60
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004723;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Diabetes;16;14;24;13;11;0;1.370;27;50,70
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004715;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Diabetes;16;16;27;13;16;0;1.535;32;48,00
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004723;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Diabetes;16;14;22;12;12;0;1.330;28;47,50
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004715;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Diabetes;18;18;28;13;16;0;1.625;33;49,20
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004723;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Diabetes;16;13;19;12;10;0;1.225;27;45,40
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004715;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Diabetes;15;15;25;11;13;0;1.385;29;47,80
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004723;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Diabetes;18;15;20;12;12;0;1.345;29;46,40
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004715;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Agosto;Cuidado da pessoa com Diabetes;14;15;27;13;12;0;1.420;28;50,70
2000342;UNIDADE DE SAUDE DA FAMILIA ABEL PINHEIRO;CENTRO DE SAUDE/UNIDADE BASICA;0000004723;ESF ABEL PINHEIRO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Agosto;Cuidado da pessoa com Diabetes;17;15;26;11;12;0;1.430;28;51,10
2000547;UNIDADE DE SAUDE DA FAMILIA LUIZ GONZAGA;CENTRO DE SAUDE/UNIDADE BASICA;0000004758;ESF LUIZ GONZAGA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Diabetes;18;18;22;22;20;0;1.700;24;70,80
2000547;UNIDADE DE SAUDE DA FAMILIA LUIZ GONZAGA;CENTRO DE SAUDE/UNIDADE BASICA;0000004758;ESF LUIZ GONZAGA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Diabetes;17;18;20;20;18;0;1.580;23;68,70
2000547;UNIDADE DE SAUDE DA FAMILIA LUIZ GONZAGA;CENTRO DE SAUDE/UNIDADE BASICA;0000004758;ESF LUIZ GONZAGA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Diabetes;22;20;24;22;10;0;1.700;27;63,00
2000547;UNIDADE DE SAUDE DA FAMILIA LUIZ GONZAGA;CENTRO DE SAUDE/UNIDADE BASICA;0000004758;ESF LUIZ GONZAGA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Diabetes;22;19;27;20;7;0;1.670;28;59,60
2000547;UNIDADE DE SAUDE DA FAMILIA LUIZ GONZAGA;CENTRO DE SAUDE/UNIDADE BASICA;0000004758;ESF LUIZ GONZAGA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Diabetes;21;19;25;20;7;0;1.610;27;59,60
2000547;UNIDADE DE SAUDE DA FAMILIA LUIZ GONZAGA;CENTRO DE SAUDE/UNIDADE BASICA;0000004758;ESF LUIZ GONZAGA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Diabetes;22;21;28;22;8;0;1.765;29;60,90
2000547;UNIDADE DE SAUDE DA FAMILIA LUIZ GONZAGA;CENTRO DE SAUDE/UNIDADE BASICA;0000004758;ESF LUIZ GONZAGA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Diabetes;23;21;29;22;7;0;1.790;30;59,70
2000547;UNIDADE DE SAUDE DA FAMILIA LUIZ GONZAGA;CENTRO DE SAUDE/UNIDADE BASICA;0000004758;ESF LUIZ GONZAGA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Agosto;Cuidado da pessoa com Diabetes;23;22;29;22;7;0;1.805;30;60,20
2000555;UNIDADE BASICA DE SAUDE PENTECOSTES;CENTRO DE SAUDE/UNIDADE BASICA;0000004766;ESF PENTECOSTES;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Diabetes;6;3;6;4;5;0;420;6;70,00
2000555;UNIDADE BASICA DE SAUDE PENTECOSTES;CENTRO DE SAUDE/UNIDADE BASICA;0000004766;ESF PENTECOSTES;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Diabetes;5;2;5;3;4;0;335;5;67,00
2000555;UNIDADE BASICA DE SAUDE PENTECOSTES;CENTRO DE SAUDE/UNIDADE BASICA;0000004766;ESF PENTECOSTES;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Diabetes;5;2;5;3;4;0;335;5;67,00
2000555;UNIDADE BASICA DE SAUDE PENTECOSTES;CENTRO DE SAUDE/UNIDADE BASICA;0000004766;ESF PENTECOSTES;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Diabetes;5;3;6;3;2;0;340;6;56,70
2000555;UNIDADE BASICA DE SAUDE PENTECOSTES;CENTRO DE SAUDE/UNIDADE BASICA;0000004766;ESF PENTECOSTES;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Diabetes;4;3;6;3;2;0;320;6;53,30
2000555;UNIDADE BASICA DE SAUDE PENTECOSTES;CENTRO DE SAUDE/UNIDADE BASICA;0000004766;ESF PENTECOSTES;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Diabetes;7;6;8;5;6;0;555;9;61,70
2000555;UNIDADE BASICA DE SAUDE PENTECOSTES;CENTRO DE SAUDE/UNIDADE BASICA;0000004766;ESF PENTECOSTES;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Diabetes;7;6;8;4;7;0;555;9;61,70
2000555;UNIDADE BASICA DE SAUDE PENTECOSTES;CENTRO DE SAUDE/UNIDADE BASICA;0000004766;ESF PENTECOSTES;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Agosto;Cuidado da pessoa com Diabetes;7;6;8;4;7;0;555;9;61,70
2000571;UNIDADE DE SAUDE DA FAMILIA GERALDO MAIA;CENTRO DE SAUDE/UNIDADE BASICA;0000004774;ESF GERALDO MAIA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Diabetes;55;55;64;31;33;0;4.165;65;64,10
2000571;UNIDADE DE SAUDE DA FAMILIA GERALDO MAIA;CENTRO DE SAUDE/UNIDADE BASICA;0000004774;ESF GERALDO MAIA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Fevereiro;Cuidado da pessoa com Diabetes;63;62;76;36;40;0;4.850;76;63,80
2000571;UNIDADE DE SAUDE DA FAMILIA GERALDO MAIA;CENTRO DE SAUDE/UNIDADE BASICA;0000004774;ESF GERALDO MAIA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Março;Cuidado da pessoa com Diabetes;67;65;83;39;48;0;5.280;83;63,60
2000571;UNIDADE DE SAUDE DA FAMILIA GERALDO MAIA;CENTRO DE SAUDE/UNIDADE BASICA;0000004774;ESF GERALDO MAIA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Abril;Cuidado da pessoa com Diabetes;64;65;83;43;45;0;5.235;83;63,10
2000571;UNIDADE DE SAUDE DA FAMILIA GERALDO MAIA;CENTRO DE SAUDE/UNIDADE BASICA;0000004774;ESF GERALDO MAIA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Maio;Cuidado da pessoa com Diabetes;65;65;83;42;44;0;5.225;83;63,00
2000571;UNIDADE DE SAUDE DA FAMILIA GERALDO MAIA;CENTRO DE SAUDE/UNIDADE BASICA;0000004774;ESF GERALDO MAIA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Junho;Cuidado da pessoa com Diabetes;61;63;83;44;44;0;5.145;83;62,00
2000571;UNIDADE DE SAUDE DA FAMILIA GERALDO MAIA;CENTRO DE SAUDE/UNIDADE BASICA;0000004774;ESF GERALDO MAIA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Julho;Cuidado da pessoa com Diabetes;59;67;83;45;46;0;5.210;83;62,80
2000571;UNIDADE DE SAUDE DA FAMILIA GERALDO MAIA;CENTRO DE SAUDE/UNIDADE BASICA;0000004774;ESF GERALDO MAIA;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Agosto;Cuidado da pessoa com Diabetes;59;66;83;45;43;0;5.150;83;62,00
2000601;UNIDADE DE SAUDE DA FAMILIA MANOEL RODRIGUES DE ARAUJO;CENTRO DE SAUDE/UNIDADE BASICA;0000004804;ESF-MANOEL R. DE ARAUJO;eSF;Cruzeiro do Sul;Juruá/Tarauacá e Envira;Janeiro;Cuidado da pessoa com Diabetes;7;6;12;4;1;0;545;12;45,40
